text,label,processed_text,token_count
"Brief: CSC signs $1B outsourcing deal with Textron. Computer Sciences Corp. will provide Textron Inc. with infrastructure and network support services under a 10-year, $1 billion contract, the companies announced.",Sci_Tech,brief csc sign outsourcing deal with textron computer sciences corp will provide textron inc with infrastructure and network support service under year billion contract the company announce,27
Video: Taking It with You (Ziff Davis). Ziff Davis - Easily portable video becomes real; evaluating Microsoft's UI for portable media; what is thought? #149; Video: Taking It with You #149; Gadget of the Month: The Portable Media Center #149; Thinking About Thinking,Sci_Tech,video take it with you ziff davis ziff davis easily portable video become real evaluate microsoft ui for portable medium what be think video take it with you gadget of the month the portable medium center think about think,39
Intel expands Centrino capabilities. SAN FRANCISCO (CBS.MW) - Intel expanded the capabilities of its Centrino chips Thursday by introducing support for an additional wireless networking standard known as 802.,Sci_Tech,intel expand centrino capability san francisco cbs mw intel expand the capability of its centrino chip thursday by introduce support for an additional wireless network standard know as,28
Lehmann gives evidence at hearing into Hookes #39; death. Darren Lehmann gave evidence Monday at the committal hearing of a man charged in the death of former international cricketer David Hookes.,Sports,lehmann give evidence at hear into hooke death darren lehmann give evidence monday at the committal hearing of man charge in the death of former international cricketer david hook,29
"Study May ID Source of Vioxx Problem. Nov. 11, 2004 -- A private research team claims to have identified a unique action of the painkiller Vioxx, which is independent of its anti-inflammatory action, that might explain why it #39;s linked to heart",Business,study may source of vioxx problem nov private research team claim to have identify unique action of the painkiller vioxx which be independent of its anti inflammatory action that might explain why it link to heart,36
Bush warns Iran and Syria on Iraq. US President George W Bush says Iran and Syria should not interfere in Iraq in advance of January's elections.,World,bush warn iran and syria on iraq us president george bush say iran and syria should not interfere in iraq in advance of january election,25
"Steelers Backups End Bills' Playoff Hopes. The Pittsburgh Steelers are so good that they ended Buffalo's playoff hopes with their backups. Fourth-string running back Willie Parker had 102 yards rushing and backup linebacker James Harrison returned a fumble 18 yards for a touchdown, helping seal the Steelers' 29-24 win over Buffalo on Sunday. The Steelers won their 14th straight to match the record set by Miami in 1972 and became just the fourth team in NFL history to finish 15-1.",Sports,steeler backup end bill playoff hop the pittsburgh steeler be so good that they end buffalo playoff hope with their backup fourth string run back willie parker have yard rush and backup linebacker james harrison return fumble yard for touchdown help seal the steeler win over buffalo on sunday the steeler win their th straight to match the record set by miami in and become just the fourth team in nfl history to finish,74
Ukrainian warns of protests. KIEV -- Prime Minister Viktor Yanukovych said yesterday that he would not accept a victory by his opponent in the Dec. 26 rerun of Ukraine's contested presidential race and that his supporters were likely to turn out onto the streets en masse to block such an outcome.,World,ukrainian warn of protest kiev prime minister viktor yanukovych say yesterday that he would not accept victory by his opponent in the dec rerun of ukraine contest presidential race and that his supporter be likely to turn out onto the street en masse to block such an outcome,48
"Dow, Nasdaq Rise as Crude Falls. NEW YORK (Reuters) - The blue-chip Dow average ended slightly higher on Monday and the tech-driven Nasdaq also gained as declining crude-oil prices made equities aside from energy names attractive.",Business,dow nasdaq rise as crude fall new york reuters the blue chip dow average end slightly high on monday and the tech drive nasdaq also gain as decline crude oil price make equity aside from energy name attractive,38
An MP3-capable Walkman is set to challenge iPod. If at first you don #39;t succeed - and you #39;re Sony - it #39;s a good bet that success is a mandate the second time around. ... la the ubiquitous iPod - Sony #39;s last stab at a hard-disk-based digital music device sank with only a trace.,Sci_Tech,an mp capable walkman be set to challenge ipod if at first you don succeed and you re sony it good bet that success be mandate the second time around la the ubiquitous ipod sony last stab at hard disk base digital music device sink with only trace,48
"Oracle Fires Top PeopleSoft Executives. The Oracle Corporation fired PeopleSoft's co-president and chief financial officer, Kevin Parker, and three other top executives.",Sci_Tech,oracle fire top peoplesoft executive the oracle corporation fire peoplesoft co president and chief financial officer kevin parker and three other top executive,23
